text1,Tactic
pngdowner deletes content from C2 communications that was saved to the user's temporary directory.,Defense Evasion
zwShell has deleted itself after creating a service as well as deleted a temporary file when the system reboots.,Defense Evasion
InvisiMole can disconnect previously connected remote drives.,Defense Evasion
"RobbinHood disconnects all network shares from the computer with the command ""net use * /DELETE /Y"".",Defense Evasion
"The ""net use \\system\share /delete"" command can be used in Net to remove an established connection to a network share.",Defense Evasion
"Threat Group-3390 has detached network shares after exfiltrating files, likely to evade detection.",Defense Evasion
3PARA RAT has a command to set certain attributes such as creation/modification timestamps on files.,Defense Evasion
APT29 modified timestamps of backdoors to match legitimate Windows files.,Defense Evasion
"APT32 has used scheduled task raw XML with a backdated timestamp of June 2, 2016. The group has also set the creation time of the files dropped by the second stage of the exploit to match the creation time of kernel32.dll. Additionally, APT32 has used a random value to modify the timestamp of the file storing the clientID.",Defense Evasion
APT38 has modified data timestamps to mimic files that are in the same folder on a compromised host.,Defense Evasion
"After creating a new service for persistence, TDTESS sets the file creation time for the service to the creation time of the victim's legitimate svchost.exe file.",Defense Evasion
Attor has manipulated the time of last access to files and registry keys after they have been created or modified.,Defense Evasion
BLINDINGCAN has modified file and directory timestamps.,Defense Evasion
Bankshot modifies the time of a file as specified by the control server.,Defense Evasion
BitPaymer can modify the timestamp of an executable so that it can be identified and restored by the decryption tool.,Defense Evasion
China Chopper's server component can change the timestamp of files.,Defense Evasion
Cobalt Strike can timestomp any files or payloads placed on a target machine to help them blend in.,Defense Evasion
Cobalt Strike will timestomp any files or payloads placed on a target machine to help them blend in.,Defense Evasion
Cyclops Blink has the ability to use the Linux API function `utime` to change the timestamps of modified firmware update images.,Defense Evasion
EVILNUM has changed the creation date of files.,Defense Evasion
Elise performs timestomping of a CAB file it creates.,Defense Evasion
Empire can timestomp any files or payloads placed on a target machine to help them blend in.,Defense Evasion
FALLCHILL can modify file or directory timestamps.,Defense Evasion
"For early Gazer versions, the compilation timestamp was faked.",Defense Evasion
Gelsemium has the ability to perform timestomping of files on targeted systems.,Defense Evasion
InvisiMole samples were timestomped by the authors by setting the PE timestamps to all zero values. InvisiMole also has a built-in command to modify file times.,Defense Evasion
Kimsuky has manipulated timestamps for creation or compilation dates to defeat anti-forensics.,Defense Evasion
"Kobalos can modify timestamps of replaced files, such as ""ssh"" with the added credential stealer or ""sshd"" used to deploy Kobalos.",Defense Evasion
MacMa has the capability to create and modify file timestamps.,Defense Evasion
"Many Misdat samples were programmed using Borland Delphi, which will mangle the default PE compile timestamp of a file.",Defense Evasion
"OSX_OCEANLOTUS.D can use the ""touch -t"" command to change timestamps.",Defense Evasion
OwaAuth has a command to timestop a file or directory.,Defense Evasion
POSHSPY modifies timestamps of all downloaded executables to match a randomly selected file created prior to 2013.,Defense Evasion
PowerStallion modifies the MAC times of its local log files to match that of the victim's desktop.ini file.,Defense Evasion
Psylo has a command to conduct timestomping by setting a specified file’s timestamps to match those of a system file in the System32 directory.,Defense Evasion
Rocke has changed the time stamp of certain files.,Defense Evasion
SEASHARPEE can timestomp files on victims using a Web shell.,Defense Evasion
"Several Lazarus Group malware families use timestomping, including modifying the last write timestamp of a specified Registry key to a random date, as well as copying the timestamp for legitimate .exe files (such as calc.exe or mspaint.exe) to its dropped files.",Defense Evasion
Stuxnet extracts and writes driver files that match the times of other legitimate files.,Defense Evasion
TAINTEDSCRIBE can change the timestamp of specified filenames.,Defense Evasion
TEMP.Veles used timestomping to modify the $STANDARD_INFORMATION attribute on tools.,Defense Evasion
The Derusbi malware supports timestomping.,Defense Evasion
UNC2452 modified timestamps of backdoors to match legitimate Windows files.,Defense Evasion
Winnti for Windows can set the timestamps for its worker and service components to match that of cmd.exe.,Defense Evasion
"APT29 removed evidence of email export requests using ""Remove-MailboxExportRequest"".",Defense Evasion
"MCMD has the ability to remove set Registry Keys, including those used for persistence.",Defense Evasion
RTM has the ability to remove Registry entries that it created for persistence.,Defense Evasion
SUNBURST removed IFEO registry values to clean up traces of persistence.,Defense Evasion
"njRAT is capable of manipulating and deleting registry keys, including those used for persistence.",Defense Evasion
APT34 malware often uses HTTP and DNS for C2. The group has also used the Plink utility and other tools to create tunnels to C2 servers.,Command and Control
Adversaries can also use NETEAGLE to establish an RDP connection with a controller over TCP/7519.,Command and Control
Cobalt Strike conducts peer-to-peer communication over Windows named pipes encapsulated in the SMB protocol. All protocols use their standard assigned ports.,Command and Control
Dragonfly has used SMB for C2.,Command and Control
"Duqu uses a custom command and control protocol that communicates over commonly used ports, and is frequently encapsulated by application layer protocols.",Command and Control
Exaramel uses HTTPS for C2 communications.,Command and Control
Lucifer can use the Stratum protocol on port 10001 for communication between the cryptojacking bot and the mining server.,Command and Control
Magic Hound malware has used IRC for C2.,Command and Control
Siloscape connects to an IRC server for C2.,Command and Control
"The Regin malware platform supports many standard protocols, including SMB.",Command and Control
4H RAT uses HTTP for command and control.,Command and Control
A SUGARDUMP variant has used HTTP for C2.,Command and Control
ABK has the ability to use HTTP in communications with C2.,Command and Control
ADVSTORESHELL connects to port 80 of a C2 server using Wininet API. Data is exchanged via HTTP POSTs.,Command and Control
"APT12 has used RIPTIDE, a RAT that uses HTTP to communicate.",Command and Control
APT19 used HTTP for C2 communications. APT19 also used an HTTP malware variant to communicate over HTTP for C2.,Command and Control
APT29 has used HTTP for C2 and data exfiltration.,Command and Control
APT32 has used JavaScript that communicates over HTTP or HTTPS to attacker controlled domains to download additional frameworks. The group has also used downloaded encrypted payloads over HTTP.,Command and Control
APT33 has used HTTP for command and control.,Command and Control
APT37 uses HTTPS to conceal C2 communications.,Command and Control
"APT38 used a backdoor, QUICKRIDE, to communicate to the C2 server over HTTP and HTTPS.",Command and Control
